birth_date,height,weight,prize_money,dominant_hand,backhand,forehand
1993-03-31,,,25963.0,right,double,
1993-10-16,1.77,,2205210.0,right,double,
1982-11-09,1.67,65000.0,159891.0,right,double,
1992-04-10,1.78,,9623.0,right,double,
1970-03-04,1.8,72000.0,1086821.0,right,double,
1990-07-11,1.77,63000.0,2.071742E7,right,double,
1972-04-28,,,317652.0,,,
1969-04-11,1.93,,314588.0,right,,
1987-06-20,1.98,82000.0,671061.0,left,double,
1985-02-11,1.65,66000.0,3797983.0,left,double,
1998-12-22,,,836.0,right,double,
1979-07-07,1.71,,1162113.0,right,double,
1993-01-31,,,60680.0,right,double,
1984-02-09,1.62,,25811.0,right,double,
1963-06-13,,,1076284.0,right,single,
1976-06-27,,,1084438.0,right,double,
1992-12-26,1.6,,47522.0,,,
1968-07-24,,,195734.0,,,
1992-02-26,1.78,,4395.0,,,
1976-03-01,,,119891.0,right,,
1990-10-09,1.83,72000.0,558568.0,left,double,
1995-08-21,,,24875.0,right,double,
1985-01-08,1.69,,386567.0,right,double,
1993-09-19,1.75,60000.0,881684.0,right,double,
1989-08-17,1.7,,2852397.0,right,double,
1976-02-18,1.68,59000.0,4469990.0,right,double,
1992-08-10,1.65,,201669.0,left,double,
1984-03-13,1.74,,1949415.0,right,double,
1991-01-13,1.67,,763966.0,right,double,
1993-09-04,,,67542.0,,,
1973-02-24,1.8288,82555.2,74867.0,right,,
1965-03-01,1.8542,,215307.0,right,,
1986-08-01,1.87,,63937.0,right,double,
1983-11-28,1.88,75000.0,4097546.0,right,double,
1966-03-08,1.93,,419467.0,right,,
,1.7,,611089.0,right,double,
1969-04-03,1.72,70000.0,450722.0,right,,
1994-03-05,1.66,,946218.0,right,double,
1997-05-07,,,369590.0,,,
1992-04-26,,,40533.0,right,double,
1984-04-05,1.8,,611476.0,right,double,
1993-06-18,,,3722.0,,,
1965-10-02,1.88,,1349247.0,right,single,
1989-01-16,1.8288,,28499.0,right,double,
1986-05-29,,,384330.0,,,
1995-04-06,,,14154.0,,,
1974-06-13,,76204.8,114102.0,right,,
1970-01-15,,67132.8,281857.0,right,,
1967-10-17,1.8,,363721.0,right,,
1982-04-02,1.75,73000.0,2.8648017E7,right,double,
1990-12-07,1.8,,2908190.0,right,double,
1982-11-08,1.85,,684843.0,right,double,
1964-09-03,,74390.4,86158.0,right,,
1980-04-08,1.85,85000.0,1890625.0,right,single,
1981-02-22,1.8542,,355253.0,left,double,
1959-12-29,,,74934.0,left,,
1970-09-20,1.8288,76204.8,501132.0,right,,
1982-01-01,1.8,,1.1114755E7,right,double,
1990-06-01,1.93,,15473.0,right,single,
1962-04-16,1.82,,2029723.0,right,single,
1973-03-09,1.8542,81648.0,4016496.0,right,double,
1989-01-01,,,150643.0,right,double,
1971-02-27,1.78,,3063257.0,left,double,
1985-08-23,,,86727.0,right,double,
1980-05-06,1.8288,,126338.0,right,,
1992-03-26,,,78145.0,left,double,
1978-04-20,1.83,,1451767.0,right,single,
1969-06-02,1.93,84000.0,5238401.0,right,double,
1973-06-02,1.9,86000.0,309193.0,right,,
1965-02-07,1.75,,162135.0,right,,
1976-11-06,1.82,70000.0,774033.0,right,double,
1972-08-25,1.87,,2935323.0,right,double,
1990-07-23,,,65915.0,,,
1996-11-07,,,25396.0,,,
1983-01-20,,,5250.0,,,
1990-05-15,1.78,,46074.0,right,double,double
1984-12-20,,,64960.0,right,double,
1996-04-23,,,25441.0,right,double,
1978-04-03,,,165647.0,right,,
1986-03-16,1.7,,65912.0,right,double,
1993-08-01,,,57974.0,right,double,
1979-03-27,1.88,,223998.0,left,,
1981-08-16,1.83,72000.0,1023310.0,left,double,
1986-09-07,1.88,,4214904.0,right,double,
1992-08-17,1.8034,,1161892.0,right,double,
1986-03-28,1.9,,154236.0,right,,double
1999-04-15,1.83,,6168.0,left,single,
1987-09-30,,,74623.0,right,,
1993-03-07,1.8,,505886.0,,,
1979-02-08,1.74,,1343285.0,right,double,
1983-04-15,1.85,,96567.0,right,double,
1989-12-02,1.79,,17466.0,right,double,
1993-08-28,1.83,,35989.0,right,double,
1993-11-06,1.9304,,203023.0,right,double,
1975-07-05,1.85,,871276.0,right,double,
1987-05-16,1.9,,374325.0,right,double,
1959-09-15,,81648.0,128284.0,left,,
1997-06-08,,,2046.0,right,double,
1965-10-25,1.8542,,1621535.0,right,double,
1978-06-08,,,150516.0,,,
1993-02-09,,,72705.0,right,double,
1988-06-21,,,19648.0,left,double,double
1972-05-18,1.83,77000.0,466878.0,right,,
1991-03-17,1.9304,,81388.0,right,double,
1987-04-30,1.68,,208422.0,right,double,
1987-12-12,,,118383.0,,,
1984-02-14,1.6,52000.0,7818.0,,,
1956-08-10,1.65,,1145377.0,left,single,
1971-03-01,2.03,,1309890.0,left,double,
1951-02-18,1.88,,1063385.0,right,single,
1981-09-07,,76204.8,121472.0,right,,
1981-01-31,1.85,,506586.0,right,double,
1980-12-28,1.78,72000.0,727371.0,left,double,
1975-03-14,,74844.0,213394.0,right,,
1970-03-15,1.88,,1807857.0,left,,
1962-02-09,1.78,,1042224.0,right,double,
1992-08-16,1.7,,938716.0,right,double,
1979-12-05,1.93,,179686.0,right,,
1972-09-04,,77112.0,181755.0,right,,
1980-03-06,1.85,,139675.0,right,,
1982-06-03,1.8,71000.0,376578.0,right,double,
1967-08-13,,,7574.0,,,
1987-08-27,,,75797.0,right,double,double
1993-07-28,,,49810.0,right,,
1968-01-19,1.83,,438529.0,right,,
1992-01-13,1.71,,474670.0,right,double,
1986-04-27,1.88,70000.0,1.058564E7,right,double,
1984-10-22,,,13268.0,left,,
1991-02-12,1.77,,127325.0,right,double,
1974-04-12,1.85,,676503.0,right,,
1972-02-16,1.85,,388546.0,right,,
1986-03-02,1.8288,,193090.0,left,double,
1992-08-03,1.7,,133554.0,,,
1995-07-07,,,20630.0,right,double,
1983-03-04,1.83,79000.0,102908.0,right,double,
1982-12-12,1.85,82000.0,4831684.0,right,double,
1986-03-06,1.8288,,909093.0,right,single,
1993-09-03,1.85,,2613902.0,right,single,
1978-01-04,1.82,,7065241.0,right,double,
1981-04-09,1.98,95000.0,502476.0,right,double,
1989-05-06,1.6002,58000.0,7002934.0,right,double,
1991-02-25,1.75,,8449.0,,,
1982-07-18,,,33015.0,,,
1973-05-31,1.7,55300.0,2015702.0,right,double,
1996-02-12,1.66,,6995.0,,,
1968-09-09,1.905,,2294944.0,left,,
1989-07-23,1.83,,2826051.0,left,double,
1971-07-05,,,319367.0,,,
1996-06-28,1.79,,893527.0,right,double,
1967-09-03,,,4061.0,right,double,
1963-07-25,1.8,,40488.0,right,,
1970-08-10,1.83,68000.0,678432.0,,,
1992-07-02,1.89,,6176.0,left,double,
1977-08-01,1.7,,165828.0,right,double,
1989-06-03,1.86,,436334.0,right,double,
1985-04-04,1.7526,67000.0,2756926.0,right,single,
1992-02-25,,,51966.0,right,double,
1984-12-08,1.96,,1802316.0,right,double,
1990-06-30,1.8,,1338319.0,right,single,
1988-03-08,,,273874.0,left,double,
1976-06-17,1.9,,1281902.0,right,,
1989-03-01,,,113173.0,right,double,
1963-12-18,1.8542,,101721.0,right,,
1983-03-09,1.71,,902005.0,right,double,
1987-02-25,,,17151.0,right,double,
1991-04-02,,,37877.0,right,,
1991-03-24,,,98251.0,,,
1977-02-23,1.65,60000.0,663958.0,right,double,
1998-08-13,,,19388.0,,,
1978-01-26,,,56811.0,,,
1992-05-20,1.75,,705252.0,right,double,
1963-10-03,1.8796,,682952.0,right,single,
1981-08-11,1.72,,1095170.0,right,single,
1990-04-24,,,99224.0,right,,
1987-03-01,,,61599.0,right,double,
1961-07-26,1.8,,1528201.0,left,,
1989-07-03,1.83,,36126.0,right,double,
1992-11-26,1.78,,27060.0,right,double,
1987-07-17,1.96,,1808373.0,right,single,
1969-04-26,,92988.0,62945.0,right,,
1990-09-28,1.524,,228962.0,right,double,
1988-07-05,1.75,,77768.0,left,double,
1996-06-18,1.91,,13619.0,right,double,
1979-01-04,1.82,80000.0,389334.0,right,double,
1990-05-23,1.524,74844.0,517540.0,right,single,
1985-04-08,1.71,,189599.0,right,single,
1985-08-07,1.85,,2959985.0,right,double,
1988-11-13,1.8034,,26466.0,right,double,
1984-05-15,,,175333.0,right,,
1992-02-21,1.8288,,69703.0,right,single,
1983-08-17,1.76,,430086.0,right,double,
1977-02-05,,,23814.0,right,,
1977-07-04,1.85,77000.0,223693.0,left,,
1982-01-29,,,924266.0,left,double,
1972-09-04,1.91,,1.2200465E7,left,double,
1990-10-16,,,79676.0,,,
1968-06-11,1.83,,1000200.0,,,
1990-10-13,1.8288,,168181.0,right,double,
1971-04-01,1.9,,4803388.0,right,single,
1983-04-23,1.81,62000.0,1.030086E7,right,double,
1984-11-11,,,70031.0,right,double,
1982-11-13,,,72257.0,right,,
1995-03-28,,,3760.0,,,
1992-11-15,1.71,,90732.0,,,
1978-01-10,1.8,,1742942.0,right,single,
1984-04-24,1.8,,165585.0,right,,
1972-09-10,1.8288,71215.2,183355.0,right,,
1987-01-12,,,99431.0,right,double,
1993-12-13,1.778,,4964.0,right,double,
1991-05-28,,,15456.0,right,double,
1996-02-11,1.98,,24234.0,right,double,
1979-02-03,,,284128.0,right,,
1997-03-19,1.83,,3848.0,right,,
1951-02-23,1.7018,,2016426.0,right,double,
1956-07-03,1.905,,441869.0,right,,
1981-03-22,1.8,,300279.0,right,single,
1984-12-10,1.65,,1225667.0,right,double,
1959-07-02,1.85,,476094.0,right,,
1992-05-18,,,46484.0,right,double,
1964-01-11,1.78,,400093.0,left,single,
1976-02-10,,79380.0,107359.0,right,,
1972-09-22,,71215.2,117508.0,right,,
1959-09-04,1.6,,43441.0,left,,
1986-04-23,1.83,,1453012.0,right,double,
1990-12-17,,,97663.0,right,,double
1988-02-21,,,114172.0,,,
1976-06-12,1.88,,322221.0,right,,
1992-11-11,,,69662.0,right,double,
1990-02-01,,,86122.0,right,double,
1985-06-05,1.71,,845042.0,right,double,
1986-05-03,1.68,,274820.0,right,double,
1987-12-18,,,365669.0,right,double,
1988-06-07,1.8,65000.0,8621748.0,left,double,
1993-08-06,,,51817.0,right,double,
1991-12-03,,,97525.0,,,
1983-08-14,1.75,,1190893.0,right,double,
1992-03-28,1.83,71000.0,182796.0,left,double,
1983-03-10,1.89,72000.0,1987023.0,right,double,
1971-06-08,,,386215.0,,,
1987-05-16,1.71,,111293.0,right,double,
1981-10-15,1.8,64000.0,1.4867437E7,right,double,
1975-09-08,1.74,,6237556.0,right,double,
1972-05-17,,,704882.0,,,
1997-11-06,,,8876.0,right,double,
1976-08-22,1.7,,861974.0,left,double,
1986-08-01,1.76,65000.0,6856685.0,right,double,
1982-09-19,1.82,,2898509.0,right,single,
1996-04-10,1.83,,290625.0,right,double,
1994-09-12,1.75,,2498305.0,right,double,
1959-03-15,1.78,68000.0,1653997.0,right,single,
1983-08-12,,,63874.0,right,double,
1962-03-05,,,750831.0,,,
1995-11-17,,,120012.0,right,double,
1984-01-22,1.72,,190799.0,left,double,
1990-04-10,,,237499.0,right,,
1965-08-23,,,123934.0,left,single,
1963-04-11,,,1615247.0,,,
1993-03-08,,,50285.0,right,double,
1996-04-12,1.76,,341758.0,,,
1985-01-18,,,47951.0,right,double,
1994-07-26,1.79,,9460.0,,,
1994-05-10,,,32757.0,,,
1989-02-12,1.73,59000.0,31047.0,right,double,
1995-10-10,1.68,,9131.0,left,double,
1970-02-19,1.88,,2378295.0,left,,
1968-12-02,,,1096356.0,,,
1988-08-08,,,75002.0,left,double,
1970-08-20,1.78,,1666023.0,right,double,
1992-08-22,1.78,,28362.0,,,
1973-08-06,1.83,,269001.0,right,,
1970-04-24,,,399887.0,left,double,
1987-06-27,,,44935.0,right,double,
1997-06-24,,,3063.0,right,double,
1972-11-15,1.82,,898962.0,right,double,
1991-11-28,,,108966.0,right,double,
1965-05-29,1.8,74000.0,5339395.0,right,single,
1995-06-13,,,4676.0,,,
1991-06-15,,,20159.0,,,
1982-07-31,,,64107.0,right,single,
1984-07-14,1.68,,269237.0,right,double,
1990-10-13,,,27158.0,,,
1988-02-24,,,8132.0,,,
1989-05-11,1.7,,698.0,,,
1986-03-26,1.64,,493020.0,left,double,
1976-07-09,1.71,,1739751.0,right,double,
1991-06-03,,,136219.0,right,double,
1995-03-01,,,58701.0,right,double,
1985-02-03,1.8288,83000.0,12287.0,right,,
1994-02-17,,,205178.0,right,double,
1981-05-22,1.905,81648.0,1645915.0,left,double,
1958-06-27,1.78,,3602644.0,left,single,
1965-03-11,1.8,,1100059.0,right,single,
1982-04-09,,,156528.0,right,,
1989-01-30,1.85,,41097.0,right,double,
1981-05-20,,,106835.0,right,double,
1997-11-07,,,1947.0,,,
1988-11-24,1.63,,255845.0,,,
1987-10-12,,,147913.0,right,double,
1972-10-14,1.7,,766020.0,right,double,
1995-04-11,1.88,,12756.0,right,double,
1988-08-30,1.9,,5768390.0,right,double,
1987-05-08,,,111512.0,right,,
1987-01-01,,,65565.0,,,
1993-07-04,,,12463.0,right,double,
1987-02-20,1.73,,420130.0,right,double,
1978-11-27,,,62204.0,,,
1968-05-17,,,429742.0,right,,
1994-02-25,1.78,,4689806.0,right,double,
1984-08-06,,,33394.0,,,
1973-01-14,1.7,,387864.0,,,
1984-08-14,1.7,,1131089.0,right,double,
1980-02-17,1.75,,225826.0,right,double,
1986-05-05,1.63,,129897.0,right,double,
1981-03-17,1.8,,181687.0,,,
1984-06-15,1.91,,446598.0,,,
1966-01-16,,,123645.0,right,double,
1975-03-04,1.7,,326219.0,,,
1970-02-02,,,190543.0,,,
1994-12-21,,,5418.0,,,
1961-02-10,,,767709.0,right,,
1991-02-06,,,44172.0,,,
1971-07-13,,,278084.0,right,,
1992-03-25,,,40841.0,left,double,
1989-05-12,,,69580.0,right,double,
1978-12-21,1.63,,427801.0,,,
1986-11-30,1.77,,333645.0,right,double,
1989-02-04,1.7,51900.0,1045469.0,right,double,
1990-05-09,1.85,,1193375.0,right,double,
1987-07-14,1.83,,132060.0,right,double,
1988-02-14,1.85,,1509207.0,right,double,
1980-05-29,1.73,,638461.0,right,double,
1951-07-31,,,1399431.0,right,single,
1977-01-01,1.83,,172773.0,right,,
1972-12-06,1.9,,177975.0,right,,
1968-10-24,1.82,,4278632.0,left,double,
1973-06-28,1.8,,305428.0,right,,
1955-11-19,,88452.0,483023.0,right,,
1964-01-07,1.85,,213185.0,right,single,
1969-11-05,1.8288,,1248094.0,right,,
1968-04-01,1.75,,1466830.0,right,double,
1964-08-12,1.9,,198607.0,right,single,
1970-01-11,1.73,,1108860.0,left,single,
1984-07-01,1.88,,388200.0,right,single,
1975-08-22,1.82,,2504591.0,left,single,
1984-09-26,1.85,,1675098.0,right,single,
1967-12-06,,80287.2,37907.0,left,,
1976-09-23,1.93,86000.0,528378.0,right,double,
1987-09-20,2.03,,314480.0,right,double,
1976-11-14,1.93,80000.0,2417037.0,right,double,
1997-02-05,1.78,,80969.0,right,double,
1981-01-28,1.83,,142365.0,right,,
1994-11-27,1.85,83000.0,10968.0,right,double,
1961-08-02,,,80690.0,right,,
1982-06-05,,,213411.0,,,
1995-03-18,,,63950.0,left,double,
1985-03-24,1.78,70000.0,1400619.0,right,double,
1986-09-04,,,11939.0,right,double,
1970-07-11,1.9,,441561.0,right,double,
1983-08-27,1.9,,863873.0,right,double,
1975-04-22,,86184.0,126618.0,right,,
1977-03-28,1.93,,291169.0,right,double,
1969-11-01,,,31176.0,,,
1942-05-20,1.83,,609072.0,right,double,double
1960-03-05,1.96,,608506.0,right,,
1986-03-07,,,162176.0,right,double,
1970-03-18,1.83,,513509.0,right,,
1976-04-24,1.9,83000.0,530673.0,right,double,
1970-10-30,1.73,68040.0,133362.0,right,,
2000-08-08,1.88,,4008.0,right,double,
1974-09-23,1.8,78000.0,5311964.0,right,single,
1988-11-28,1.78,,121507.0,right,double,
1987-05-24,1.78,74000.0,7175087.0,right,double,
1979-01-07,1.72,,1358668.0,right,double,
1986-09-11,1.98,,293071.0,right,,
1972-12-09,1.77,,1.0021132E7,right,double,double
1992-08-04,1.78,,394271.0,right,double,
1990-02-27,,,575426.0,left,double,
1998-11-12,,,10019.0,,,
1986-05-22,1.96,,469010.0,right,,
1989-03-26,,,46021.0,left,,double
1991-05-20,1.7,,116151.0,right,double,
1976-04-07,1.8,,370589.0,right,,
1990-10-05,1.9,,1795608.0,left,double,
1992-03-05,,,125390.0,right,double,
1980-01-03,1.87,,544562.0,right,,
1986-11-06,,,22423.0,right,single,
1981-09-20,1.88,,1.1505158E7,left,single,
1981-05-16,1.75,,76974.0,right,,
1956-12-05,1.7272,,668104.0,right,,
1992-02-14,1.72,,24961.0,,,
1988-10-13,1.66,,52261.0,right,double,
1980-07-29,1.83,,1.1862276E7,right,single,
1958-04-24,1.75,,561404.0,right,double,
1971-04-12,1.8,,2558867.0,left,single,
1989-01-04,1.8,82000.0,152345.0,right,double,
1983-11-15,1.88,,1.2319188E7,left,double,
1977-03-08,1.8,,2917616.0,right,single,
1972-03-15,1.93,,1503987.0,right,double,
1993-01-07,1.75,,40186.0,right,double,
1992-02-27,1.85,,698713.0,right,double,
1994-01-30,1.8,,118102.0,right,double,
1985-07-25,1.95,,975899.0,right,double,
1994-12-21,,,33845.0,right,double,
1996-01-10,,,8122.0,right,double,
1974-03-21,,,68926.0,right,,
1981-09-05,1.83,,3877544.0,right,single,
1990-09-27,1.8,,31882.0,right,double,
1997-03-12,1.7,,44564.0,right,double,
1982-02-25,1.72,,1.4197917E7,right,double,
1983-10-20,1.73,,1589886.0,right,single,
1969-01-29,,,425684.0,right,,
1985-10-02,,,115918.0,right,double,
1988-11-28,1.64,,209535.0,right,double,
1981-02-28,1.8,,2895039.0,right,double,
1983-10-05,1.9,,5464940.0,right,double,
1985-01-26,1.8,,1152189.0,right,single,
1980-06-28,1.82,69854.4,1237904.0,right,double,
1998-01-20,1.88,,140291.0,right,double,
1973-04-10,,,19061.0,,,
1977-07-12,1.68,,421264.0,left,double,double
1980-06-23,1.66,64000.0,1.0578971E7,right,single,
1990-09-05,1.7018,,25366.0,,,
1981-09-17,1.75,,254542.0,right,,
1963-02-27,1.83,,464876.0,right,,
1962-06-03,1.8288,,370579.0,right,,
1964-12-27,1.9,,1447455.0,left,single,
1990-11-24,1.8,,520674.0,right,double,
1974-11-04,1.85,,1562959.0,right,single,
1978-12-09,1.75,,6066156.0,right,single,
1986-09-02,1.93,,9585813.0,right,double,
1982-05-26,,,0.0,,,
1956-04-11,1.8288,,1382422.0,right,double,double
1979-08-03,,,15748.0,right,,
1970-01-16,1.82,77000.0,351932.0,right,,
1968-01-26,1.9,,86518.0,right,,
1993-02-07,1.9,88000.0,3000000.0,right,double,
1988-01-13,1.65,,111311.0,right,double,
1990-07-13,,,309324.0,left,double,
1989-01-30,,,184147.0,,,
1976-03-08,,,83531.0,right,,
1989-04-20,1.78,,161099.0,right,single,
1971-12-29,1.93,,298869.0,right,,
1972-12-18,1.73,,481369.0,right,single,
1985-05-06,1.89,,179565.0,right,double,
1987-01-06,1.91,,350700.0,right,double,
1965-06-17,1.8,,2272035.0,left,single,
1996-02-01,1.91,,57994.0,left,double,
1992-02-09,1.85,,104996.0,right,double,
1957-04-06,1.83,,325570.0,right,,
1964-02-22,1.7,65700.0,4681906.0,right,double,
1967-03-01,1.73,,694271.0,left,single,
1969-03-17,1.8,,1317163.0,right,single,
1978-03-06,1.88,,477478.0,right,double,
1983-05-09,1.93,,3328680.0,left,double,
1984-12-27,1.83,,1.064838E7,right,double,
1968-09-14,,,724792.0,right,,
1991-07-09,1.7,,124490.0,right,double,
1989-01-23,1.78,69000.0,611.0,left,,
1976-09-05,1.8,,619170.0,right,single,
1993-10-29,,,43146.0,,,
1987-06-28,1.61,,121614.0,right,double,
1988-12-29,1.71,,2086125.0,right,double,
1970-03-31,1.8,,613203.0,right,,
1982-01-27,1.8,,169591.0,right,double,
1975-04-14,1.93,,319110.0,right,,
1979-09-30,,,199399.0,right,,
1961-08-16,1.73,,144450.0,right,,
1976-06-02,1.75,,344660.0,,,
1993-03-03,1.64,,92519.0,,,
1992-04-01,1.75,,438702.0,right,double,
1986-06-07,,,32208.0,right,double,
1991-09-30,1.651,,50848.0,right,double,
1970-05-16,1.75,,8785850.0,right,single,
1981-03-10,,,58127.0,,,
1996-12-23,,,1343.0,,,
1992-04-01,,,34195.0,left,double,
1991-06-05,1.651,,132472.0,right,double,
1973-12-23,1.63,,1053309.0,left,single,
1984-01-17,1.65,,198138.0,left,double,
1984-12-18,1.83,67000.0,2169264.0,right,double,
1976-10-08,1.73,,1832691.0,right,single,
1994-05-12,,,23829.0,right,single,
1993-10-08,1.82,,6272973.0,right,double,
1983-01-25,1.93,90000.0,522367.0,right,double,
1985-01-30,1.7,56000.0,4246105.0,right,double,
1978-04-19,1.69,,326936.0,right,double,
1987-11-18,,,149917.0,right,double,
1961-05-09,1.85,,647475.0,left,double,
1962-06-13,1.7526,,1081667.0,right,,
1976-04-27,,79380.0,498614.0,right,,
1975-07-24,1.53,,448056.0,right,double,
1984-09-05,1.78,,1524838.0,right,double,
1987-08-24,1.78,,240198.0,right,,
1989-01-20,,,43700.0,left,double,
1993-04-27,,,92536.0,right,double,
1982-07-03,,,13399.0,,,
1971-09-13,1.93,,1.9878007E7,left,double,
1964-05-04,1.8,,1303639.0,right,single,
1982-07-10,,,136518.0,right,double,
1973-10-24,,,16319.0,,,
1982-10-13,,,84908.0,right,double,
1994-05-06,1.63,,364108.0,right,double,
1993-05-11,,,10049.0,,,
1965-11-17,1.8542,,2911097.0,left,single,
1974-01-09,,74844.0,318037.0,right,,
1975-05-21,,,142184.0,right,,
1971-05-27,1.88,,1316633.0,right,,
1978-06-15,1.9304,,357113.0,right,,
1963-08-29,1.778,,368690.0,right,double,
1989-01-31,1.91,,311653.0,right,double,
1973-09-06,1.8288,90000.0,8944841.0,left,single,
1986-09-29,1.83,,1123145.0,right,double,
1964-02-07,,,746628.0,,,
1991-05-16,1.91,,5950663.0,right,single,
1988-01-01,1.83,76000.0,160834.0,left,double,
1984-07-08,,,211502.0,left,single,
1975-04-09,1.9,,836734.0,right,single,
1979-04-13,1.8,,1066371.0,right,double,
1994-08-19,,,31422.0,right,double,
1991-08-05,1.83,,233798.0,right,double,
1990-05-17,1.85,,941003.0,left,double,
1992-12-31,1.83,,344446.0,right,double,
1975-12-10,,,26278.0,right,,
1970-02-14,1.8,,2449106.0,right,single,
1990-05-26,1.88,,716669.0,right,double,
1986-05-27,,,78873.0,,,
1977-11-25,1.85,,5285575.0,right,double,
1982-01-13,1.75,,5817486.0,right,double,
1988-06-06,,,169579.0,,,
1983-06-04,1.88,,6192918.0,right,single,
1985-02-19,1.76,65000.0,104844.0,right,double,
1988-03-25,1.75,,200047.0,right,double,
1969-10-20,1.78,,1686459.0,right,single,
1989-02-02,,,70170.0,right,double,
1952-08-17,1.8,,4923882.0,left,single,
1968-03-06,,,87872.0,right,,
1976-09-10,1.9,,1.4807E7,right,single,
1965-01-04,1.9,,5669934.0,left,single,
1984-03-27,1.81,,25216.0,right,double,
1985-07-24,,,41753.0,right,double,
1970-01-07,1.88,,214507.0,right,,
1968-04-07,1.85,,403190.0,right,,
1977-05-31,1.8,,180996.0,right,,
1972-03-05,1.88,,1226776.0,right,single,
1973-10-19,1.75,,3602644.0,left,single,
1988-11-17,,,49477.0,,,
1991-12-01,,,44677.0,right,double,
1982-11-05,1.77,,160372.0,right,double,
1990-10-16,,,425744.0,right,double,
1990-12-18,,,102433.0,right,double,
1991-12-27,,,26503.0,right,double,
1997-06-30,,,2966.0,right,double,
1992-04-17,,,18958.0,right,double,
1985-04-27,1.88,78000.0,2306667.0,left,single,
1966-08-01,1.8,,1234768.0,left,single,
1985-01-19,1.93,,3160434.0,right,double,
1968-08-22,1.75,,1651858.0,right,single,
1991-09-22,,,21374.0,right,double,
1993-07-23,,,40036.0,right,double,double
1986-01-04,1.695,,4016110.0,right,double,double
1992-01-14,,,138398.0,,,
1996-08-19,,,38464.0,,,
1988-06-13,,,102995.0,right,double,
1963-04-16,,,208560.0,,,
1990-03-13,,,54547.0,right,double,
1992-03-08,,,104217.0,right,double,
1978-05-27,1.8288,81648.0,588523.0,right,single,
1993-06-16,,,45918.0,right,double,
1991-02-16,,,29224.0,right,,
1993-01-11,1.8,,9395.0,right,double,
1978-10-02,,,80613.0,right,,
1960-01-25,1.91,,121719.0,right,,
1993-08-01,,,15742.0,right,double,
1988-09-21,,,79283.0,right,double,
1989-08-07,,,50500.0,right,double,
1986-04-28,1.61,,32679.0,right,double,
1962-06-12,1.85,,113016.0,right,,
1956-02-09,1.83,73000.0,740858.0,right,double,double
1988-01-09,1.83,,258369.0,right,single,
1964-03-24,1.73,,295886.0,right,,
1962-05-01,1.78,,325035.0,right,,
1984-10-16,,,37198.0,right,double,
1959-03-23,,,36019.0,right,,
1978-08-05,1.85,77000.0,1579692.0,right,single,
1982-03-15,,,10689.0,right,,
1952-08-22,1.68,,1802769.0,right,double,
1989-06-04,1.88,,113046.0,right,double,
1996-07-28,,,24033.0,right,double,
1986-01-02,,87091.2,26134.0,left,,
1992-05-19,1.7,,1766791.0,right,double,
1973-01-27,,66679.2,81458.0,right,,
1986-09-25,1.8,68000.0,268201.0,right,double,
1964-08-03,,88452.0,36539.0,right,,
1993-07-11,,,2318.0,,,
1959-02-08,1.8,,1550007.0,right,single,
1969-11-15,,,900990.0,right,double,
1965-02-23,1.88,,6391245.0,right,single,
1975-01-29,1.88,,1369435.0,right,double,
1969-01-30,1.83,,923459.0,left,,
1990-06-19,1.89,,523298.0,right,single,
1992-03-31,1.85,,192837.0,right,double,
1963-07-04,1.84,,3440660.0,left,single,
1978-12-15,1.77,,1742156.0,right,double,
1968-08-22,1.83,,1693931.0,right,double,
1991-01-24,,,26037.0,right,double,
1964-02-29,1.88,,819393.0,right,single,
1969-08-05,,,321171.0,,,
1992-07-06,1.65,,57277.0,left,double,double
1990-11-13,,,65501.0,right,double,
1990-05-30,1.72,,471743.0,left,double,
1989-06-27,,,28225.0,,,
1962-02-19,1.73,,3340959.0,right,single,
1978-04-10,1.68,,466750.0,right,double,
1953-10-09,1.9304,,873335.0,right,single,
1984-03-09,,,114118.0,right,double,
1982-02-18,,,95816.0,,,
1980-03-28,1.75,,120966.0,right,,
1976-01-23,1.83,,108737.0,right,,
1983-07-14,1.85,,3630505.0,right,double,
1975-04-10,,76204.8,103002.0,,,
1981-09-30,1.8,,2496799.0,right,double,
1987-08-18,1.9,,1944529.0,right,single,
1982-02-10,,,543833.0,right,double,
1980-12-13,,,31495.0,right,,
1985-12-06,,,1006.0,right,,
1946-07-19,1.82,,2076761.0,right,single,
1985-08-02,1.93,85730.4,715969.0,right,double,double
1987-09-08,1.85,,1262069.0,right,double,
1994-01-18,,,87913.0,,,
1990-08-09,1.8,79000.0,73005.0,right,,
1996-04-22,,,13690.0,right,double,
1981-01-06,1.85,,170734.0,right,,
1990-08-02,,,14655.0,,,
1996-05-21,,,100708.0,,,
1996-08-22,,,9302.0,right,double,
1998-06-16,1.524,,24332.0,right,double,
1989-12-27,,,32281.0,,,
1999-01-05,,,3161.0,right,double,
1990-06-01,,,120897.0,right,double,
1973-06-13,1.69,,976039.0,right,single,
1997-05-31,,,9039.0,,,
1996-04-18,,,7014.0,,,
1983-04-17,1.65,,29816.0,right,double,
1996-09-20,,,21400.0,,,
1978-01-17,1.88,,222260.0,right,,
1981-06-09,1.88,85000.0,1234668.0,left,double,
1969-10-31,,,28324.0,,,
1988-09-28,1.78,,401329.0,right,double,double
1990-08-26,1.81,,2357779.0,right,double,
1986-07-05,,,221183.0,right,double,
1990-05-04,1.63,61000.0,1176289.0,right,double,
1995-05-12,1.67,,130941.0,left,double,
